Title,Rating,Price,Link,Specifications
,,,,35.56 cm (14 inch) Touchscreen Display
,,,,"Acer Care Center, Acer Configuration Manager, Acer Portal, Acer Quick Access, Microsoft Office Home and Student 2016"
,,,,1 Year International Travelers Warranty (ITW)
,,
MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-423IN Laptop,4.5,"Rs. 49,990",https://rukminim1.flixcart.com/image/312/312/kjabs7k0/computer/z/d/6/msi-original-imafywfypuwbubmn.jpeg?q=70,Intel Core i5 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Cooler Boost, Nahimic 3, Creator Center"
,,,,1 Year Carry In Warranty
,,
MSI GS75 Stealth Core i9 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2...,,"Rs. 2,44,990",https://rukminim1.flixcart.com/image/312/312/kfpq5jk0/computer/n/g/y/msi-na-gaming-laptop-original-imafw3yemt6wgpzg.jpeg?q=70,Intel Core i9 Processor (10th Gen)
,,,,32 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,43.94 cm (17.3 inch) Display
,,,,"Nahimic 3, Cooler Boost, Trinity+, Dragon Center, True Color 2.0"
,,,,2 Years Carry In Warranty
,,
ALIENWARE Core i7 9th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070) m15...,,"Rs. 2,04,990",https://rukminim1.flixcart.com/image/312/312/kd94uq80/computer/p/8/n/alienware-original-imafu6wjugggkak8.jpeg?q=70,Intel Core i7 Processor (9th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Complete Cover Warranty
,,
ASUS ExpertBook B9 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and ...,,"Rs. 1,32,790",https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/p/m/y/asus-original-imafvq2qyjm7humq.jpeg?q=70,Intel Core i5 Processor (10th Gen)
,,,,8 GB LPDDR3 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase
,,
Lenovo Legion Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics) Y540-15IRH-PG...,4.2,"Rs. 59,990",https://rukminim1.flixcart.com/image/312/312/k9pynww0/computer/y/k/z/lenovo-legion-y540-gaming-laptop-original-imafrggru5fzzgyq.jpeg?q=70,Intel Core i5 Processor (9th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office (Trial Only)
,,,,1 Year Onsite Warranty
,,
ALIENWARE Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070) m1...,4,"Rs. 2,43,990",https://rukminim1.flixcart.com/image/312/312/kcauaa80/computer/8/k/e/alienware-original-imaftgn37g4vzqmy.jpeg?q=70,NVIDIA GeForce RTX 2070
,,,,"15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits"
,,,,Alienware Cryo-tech thermal technology to keep the system cool and running at highest performance
,,,,"Tobii-eye tracking to track head pose, presence, fine gaze and eye position"
,,,,In-built Alienware Command center software with enhanced control over system settings
,,,,Intel Core i7 Processor (10th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office Home and Student 2019
,,,,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail"
,,
acer Swift 5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) SF514-52T -59JY Thin and Light Laptop,3.8,"Rs. 69,351",https://rukminim1.flixcart.com/image/312/312/jzrb53k0pkrrdj/computer/t/z/e/acer-na-thin-and-light-laptop-original-imafhnvk5ussrgta.jpeg?q=70,Intel Core i5 Processor (8th Gen)
,,,,8 GB DDR3 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Acer Care Center, Acer Quick Access, Acer Configuration Manager"
,,,,1 Year International Travelers Warranty (ITW)
,,
Avita Pura Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home in S Mode) NS14A6INV561-PDGYB Th...,4.2,"Rs. 30,792",https://rukminim1.flixcart.com/image/312/312/k933ma80/computer/3/5/y/avita-na-original-imafqyhs7tjuegjs.jpeg?q=70,AMD Ryzen 5 Quad Core Processor
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com)
,,
lenovo Yoga 7 Core i7 11th Gen Intel EVO - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop,4.7,"Rs. 97,990",https://rukminim1.flixcart.com/image/312/312/kkimfm80/computer/q/g/o/na-2-in-1-laptop-lenovo-original-imafzua4zhhpyyz8.jpeg?q=70,Intel Evo platform feat 11th Gen Intel Core i7 processor
,,,,Intel Core i7 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Touchscreen Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
acer Spin 7 Core i7 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) SP714-51 Laptop,4,"Rs. 1,19,990",https://rukminim1.flixcart.com/image/312/312/computer/x/4/g/acer-aspire-notebook-original-imaeqcx3tpzq5cna.jpeg?q=70,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)"
,,,,Intel Core i7 Processor (7th Gen)
,,,,8 GB DDR3 RAM
,,,,64 bit Windows 10 Operating System
,,,,256 GB SSD
,,,,35.56 cm (14 inch) Touchscreen Display
,,,,1 Year International Travelers Warranty (ITW)
,,
Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN239P Thin and Light Laptop,,"Rs. 73,990",https://rukminim1.flixcart.com/image/312/312/k30h8y80/computer/y/p/s/avita-na-thin-and-light-laptop-original-imafm7bvffa2jvcv.jpeg?q=70,Intel Core i7 Processor (8th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,256 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com)
,,
Lenovo Ideapad 720S Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) 720S-13IKB Thin and Light Lapt...,3.3,"Rs. 74,990",https://rukminim1.flixcart.com/image/312/312/jmkwya80/computer/g/a/5/lenovo-na-thin-and-light-laptop-original-imaf9gh6stqkvph3.jpeg?q=70,Intel Core i5 Processor (8th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,33.78 cm (13.3 inch) Display
,,,,"Microsoft Office Home and Student 2016, Lenovo App Explorer, Lenovo Companion 3.0"
,,,,1 Year Onsite Warranty
,,
MSI Stealth 15M Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,4,"Rs. 1,34,990",https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/i/h/u/stealth-15m-a11uek-227in-notebook-msi-original-imag2q57shrhyszs.jpeg?q=70,Intel Core i7 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Silver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 3"
,,,,2 Year Warranty Term for Gaming & Content Creation (EU-WE)
,,
Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN247P Thin and Light Laptop,,"Rs. 73,990",https://rukminim1.flixcart.com/image/312/312/k30h8y80/computer/g/u/6/avita-na-thin-and-light-laptop-original-imafm7emahgqbeys.jpeg?q=70,Intel Core i7 Processor (8th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,256 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com)
,,
ASUS F15 (2021) Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,,"Rs. 90,990",https://rukminim1.flixcart.com/image/312/312/ks0onm80/computer/t/p/n/fx506hc-hn119t-gaming-laptop-asus-original-imag5zctkgc2dkrk.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 Inch) Display
,,,,1 Year Onsite Warranty
,,
Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN244P Thin and Light Laptop,,"Rs. 73,990",https://rukminim1.flixcart.com/image/312/312/k30h8y80/computer/z/e/g/avita-na-thin-and-light-laptop-original-imafm7emsnzfvz3z.jpeg?q=70,Intel Core i7 Processor (8th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,256 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com)
,,
lenovo Ideapad Slim 5i Core i5 11th Gen Intel EVO - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15ITL05...,4.4,"Rs. 68,500",https://rukminim1.flixcart.com/image/312/312/klfhk7k0/computer/w/u/x/na-thin-and-light-laptop-lenovo-original-imagyk4hedcydqx5.jpeg?q=70,Intel Evo platform feat 11th Gen Intel Core i5 processor
,,,,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
acer Core i7 6th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 980...,,"Rs. 1,79,990",https://rukminim1.flixcart.com/image/312/312/computer/k/q/r/acer-predator-notebook-original-imaejmg5gzkf8sth.jpeg?q=70,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)"
,,,,Acer Cooler Master Technology Delivers Heightened Fan Speeds and Cooling Ability
,,,,Dolby Plus Acer TrueHarmony Technology Offers Immersive Sound
,,,,128 GB SSD for Reduced Boot Up Time and In Game Loading
,,,,Intel Core i7 Processor (6th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|128 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Acer Care Center, Quick Access, Office 2013 11 Trial"
,,,,1 Year International Travelers Warranty
,,
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Vostro 5402 Laptop,,"Rs. 79,999",https://rukminim1.flixcart.com/image/312/312/kll7bm80/computer/o/g/d/dell-vostro-5401-thin-and-light-laptop-dell-original-imagyz5savfxmn3m.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,1 YEAR DOMESTIC WARRANTY
,,
MSI GS66 Stealth Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX...,4.5,"Rs. 1,67,990",https://rukminim1.flixcart.com/image/312/312/kh2b4i80-0/computer/k/y/s/gs66-stealth-10sd-497in-gaming-laptop-msi-original-imafx5wuf28cn9bg.jpeg?q=70,Intel Core i7 Processor (10th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Shift, Cooler Boost 5, True Color 2.0, Nahimic 3"
,,,,2 Year Carry In Warranty
,,
MSI Modern 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MO-093IN Thin and Ligh...,4.4,"Rs. 54,990",https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/s/k/x/na-thin-and-light-laptop-msi-original-imagyzpcazfbmhjp.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Cooler Boost, Hi-Res Audio, Nahimic 3, MSI Center"
,,,,1 Year Carry in Warranty
,,
Title,Rating,Price,Link,Specifications
HP 14s Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) 14s-er0004TU Thin and Light Laptop,,"Rs. 50,999",https://rukminim1.flixcart.com/image/312/312/kmns7m80/computer/a/j/x/na-thin-and-light-laptop-hp-original-imagfgkdqdaugp9r.jpeg?q=70,Intel Core i3 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD
,,,,35.56 cm (14 inch) Display
,,,,"Microsoft Office 2019 Home and Student, HP Documentation, HP BIOS Recovery, HP Smart"
,,,,1 Year Onsite Warranty
,,
Avita Liber Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS13A2IN199P Thin and Light Laptop,,"Rs. 38,990",https://rukminim1.flixcart.com/image/312/312/kc54ivk0/computer/q/a/x/avita-na-original-imaftcf9ythpfhtb.jpeg?q=70,Intel Core i5 Processor (8th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,256 GB SSD
,,,,33.78 cm (13.3 inch) Display
,,,,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com)
,,
Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN246P Thin and Light Laptop,,"Rs. 73,990",https://rukminim1.flixcart.com/image/312/312/k30h8y80/computer/z/p/2/avita-na-thin-and-light-laptop-original-imafm7bwnrapftmr.jpeg?q=70,Intel Core i7 Processor (8th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,256 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com)
,,
MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-423IN Laptop,,"Rs. 49,990",https://rukminim1.flixcart.com/image/312/312/kjabs7k0/computer/z/d/6/msi-original-imafywfypuwbubmn.jpeg?q=70,Intel Core i5 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Cooler Boost, Nahimic 3, Creator Center"
,,,,1 Year Carry In Warranty
,,
Lenovo Ideapad Slim 3i Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Ideapad 3 14ITL6 Thin and ...,,"Rs. 60,998",https://rukminim1.flixcart.com/image/312/312/kr2e3680/computer/x/k/j/ideapad-slim-3i-thin-and-light-laptop-lenovo-original-imag4yf2ka5stf2w.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,Microsoft Office Home and Student 2019
,,,,2 Year Onsite Warranty
,,
HP 15s Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) 15s-eq0132AU Thin and Light Laptop,,"Rs. 66,500",https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/v/h/g/hp-15s-eq0132au-thin-and-light-laptop-original-imaftf5fhyaj89xj.jpeg?q=70,AMD Ryzen 7 Quad Core Processor
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
ASUS Ryzen 5 Hexa Core - (8 GB/512 GB HDD/512 GB SSD/Windows 10 Home) M515UA-BQ512TS Laptop,,"Rs. 59,890",https://rukminim1.flixcart.com/image/312/312/ksuowi80/computer/k/o/3/vivobook15-laptop-asus-original-imag6bzc5euagmkr.jpeg?q=70,AMD Ryzen 5 Hexa Core Processor
,,,,8 GB DDR4 RAM
,,,,Windows 10 Operating System
,,,,512 GB HDD|512 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,1 Year Manufacturing Warranty
,,
Lenovo Legion Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics) Y540-15IRH-PG...,,"Rs. 59,990",https://rukminim1.flixcart.com/image/312/312/k9pynww0/computer/y/k/z/lenovo-legion-y540-gaming-laptop-original-imafrggru5fzzgyq.jpeg?q=70,Intel Core i5 Processor (9th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office (Trial Only)
,,,,1 Year Onsite Warranty
,,
HP Omen Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15-...,,"Rs. 89,999",https://rukminim1.flixcart.com/image/312/312/kd94uq80/computer/4/j/s/hp-original-imafu7eydcyj97ta.jpeg?q=70,Intel Core i5 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"HP Support Assistant, HP Audio Switch, HP Audio Boost , HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts"
,,,,1 Year Onsite Warranty
,,
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Inspiron 5301 Thin and Light Laptop,,"Rs. 70,699",https://rukminim1.flixcart.com/image/312/312/kppt47k0/computer/w/i/f/na-thin-and-light-laptop-dell-original-imag3wyz2cwngyzk.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB LPDDR4X RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,33.78 cm (13.3 inch) Display
,,,,1 Year Onsite Warranty
,,
HP Pavilion Gaming Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/N...,,"Rs. 84,000",https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/q/x/r/hp-original-imaftyzachgrav8f.jpeg?q=70,AMD Ryzen 5 Hexa Core Processor
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"HP Documentation, HP e-service, HP BIOS Recovery, HP Smart, HP Jumpstarts, HP Audio Switch, HP Audio Boost, HP Support Assistant, HP SSRM, Dropbox"
,,,,1 Year Onsite Warranty
,,
lenovo Yoga 7 Core i7 11th Gen Intel EVO - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop,,"Rs. 97,990",https://rukminim1.flixcart.com/image/312/312/kkimfm80/computer/q/g/o/na-2-in-1-laptop-lenovo-original-imafzua4zhhpyyz8.jpeg?q=70,Intel Evo platform feat 11th Gen Intel Core i7 processor
,,,,Intel Core i7 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Touchscreen Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
acer Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) A515-56 Thin and Light Laptop,,"Rs. 53,990",https://rukminim1.flixcart.com/image/312/312/krf91u80/computer/v/n/z/aspire-5-thin-and-light-laptop-acer-original-imag57xyz4zxngmv.jpeg?q=70,Free upgrade to Windows 11 when available
,,,,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD
,,,,39.62 cm (15.6 inch) Display
,,,,"Acer Care Center, Quick Access, Acer Product Registration"
,,,,1 Year International Travelers Warranty (ITW)
,,
ASUS Ryzen 3 Quad Core - (4 GB/1 TB HDD/Windows 10) M509DA-BR301T Laptop,,"Rs. 35,750",https://rukminim1.flixcart.com/image/312/312/kkyc9zk0/computer/q/t/k/vivobook-15-laptop-asus-original-imagy6j5attyzcyz.jpeg?q=70,AMD Ryzen 3 Quad Core Processor
,,,,4 GB DDR4 RAM
,,,,Windows 10 Operating System
,,,,1 TB HDD
,,,,39.62 cm (15.6 inch) Display
,,,,1 Year Warranty
,,
HP Pavilion Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14-dv0053TU Thin and Light Laptop,,"Rs. 75,900",https://rukminim1.flixcart.com/image/312/312/kl9rssw0/computer/v/n/e/hp-original-imagyfmhb29hsg6g.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Microsoft Office Home and Student 2019, HP Documentation, HP Smart, HP BIOS Recovery, HP Support Assistant"
,,,,1 Year Onsite Warranty
,,
MSI Stealth 15M Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,,"Rs. 1,34,990",https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/i/h/u/stealth-15m-a11uek-227in-notebook-msi-original-imag2q57shrhyszs.jpeg?q=70,Intel Core i7 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Silver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 3"
,,,,2 Year Warranty Term for Gaming & Content Creation (EU-WE)
,,
HP 15s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FQ2535TU Thin and Light Laptop,,"Rs. 61,990",https://rukminim1.flixcart.com/image/312/312/kdoup3k0/computer/e/v/p/hp-original-imafujjhdwjjh9j8.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Microsoft Office Home and Student 2019, HP Documentation, HP CoolSense , HP SSRM , HP Smart, HP Support Assistant"
,,,,1 Year Onsite Warranty
,,
Lenovo Legion Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,,"Rs. 81,990",https://rukminim1.flixcart.com/image/312/312/j2qgscw0/computer/u/k/b/lenovo-notebook-original-imaeuyykhvfchm83.jpeg?q=70,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)"
,,,,Full HD LED Backlit Anti-glare IPS Slim Display
,,,,128 GB SSD for Reduced Boot Up Time and in Game Loading
,,,,NVIDIA GeForce GTX 1050 for Desktop Level Performance
,,,,2 x Harman Speakers with Dolby Audio Premium for Best Audio Experience
,,,,Intel Core i7 Processor (7th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|128 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"One Key Recovery, Lenovo Companion, Lenovo App Explorer, Lenovo Nerve Sense"
,,,,1 Year Onsite Warranty
,,
HP 14s Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 14S-ER0003TU Thin and Light Lapto...,,"Rs. 70,900",https://rukminim1.flixcart.com/image/312/312/kb89ea80/computer/n/m/5/hp-na-thin-and-light-laptop-original-imafsmmghwzzu3mq.jpeg?q=70,Intel Core i5 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"HP Audio Switch, HP Support Assistant, HP Recovery Manager, HP Documentation, HP Sure Connect, HP JumpStart, HP Connection Optimizer, Microsoft Office Home and Student 2019"
,,,,1 Year Onsite Warranty
,,
lenovo Ideapad Slim 5i Core i5 11th Gen Intel EVO - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15ITL05...,,"Rs. 68,500",https://rukminim1.flixcart.com/image/312/312/klfhk7k0/computer/w/u/x/na-thin-and-light-laptop-lenovo-original-imagyk4hedcydqx5.jpeg?q=70,Intel Evo platform feat 11th Gen Intel Core i5 processor
,,,,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5410 2 in 1 Lapto...,,"Rs. 78,490",https://rukminim1.flixcart.com/image/312/312/kqb8pzk0/computer/d/j/c/na-2-in-1-laptop-dell-original-imag4dy68bwtg8j9.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 Inch) Touchscreen Display
,,,,Microsoft Office Home & Student 2019
,,,,1 Year Onsite Warranty
,,
ASUS ZenBook 14 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) UX425EA-BM701TS Thin and Light L...,,"Rs. 1,07,000",https://rukminim1.flixcart.com/image/312/312/ktop5e80/computer/r/d/q/na-thin-and-light-laptop-asus-original-imag6yu5hkgmek8t.jpeg?q=70,Intel Core i7 Processor (11th Gen)
,,,,16 GB LPDDR4X RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Microsoft Office Home and Student 2019, Splendid, My Asus"
,,,,1 Year Onsite Warranty
,,
HP Omen Core i5 10th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Ti) 15...,,"Rs. 95,000",https://rukminim1.flixcart.com/image/312/312/kd94uq80/computer/4/j/s/hp-original-imafu7eydcyj97ta.jpeg?q=70,Intel Core i5 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Jumpstarts, HP Audio Switch, HP Audio Boost, HP Support Assistant"
,,,,1 Year Onsite Warranty
,,
